datetime,value
2018-12-23 05:00:00+01:00,20353.01783936742
2018-12-23 06:00:00+01:00,20879.00582774984
2018-12-23 07:00:00+01:00,21922.07812673485
2018-12-23 08:00:00+01:00,22881.82913967745
2018-12-23 09:00:00+01:00,24970.41793058028
2018-12-23 10:00:00+01:00,27151.508160412508
2018-12-23 11:00:00+01:00,27862.452482600842
2018-12-23 12:00:00+01:00,27773.169260771327
2018-12-23 13:00:00+01:00,27854.758234746867
2018-12-23 14:00:00+01:00,27682.056946809866
2018-12-23 15:00:00+01:00,26480.602234810765
2018-12-23 16:00:00+01:00,25812.61857574656
2018-12-23 17:00:00+01:00,25839.445055900214
2018-12-23 18:00:00+01:00,28229.926757922593
2018-12-23 19:00:00+01:00,29135.297945579005
2018-12-23 20:00:00+01:00,29817.717525135162
2018-12-23 21:00:00+01:00,30037.28414546274
2018-12-23 22:00:00+01:00,28900.42599565743
2018-12-23 23:00:00+01:00,26785.069376015443
2018-12-24 00:00:00+01:00,24290.51995298191
2018-12-24 01:00:00+01:00,22162.532710044557
2018-12-24 02:00:00+01:00,20891.825903155557
2018-12-24 03:00:00+01:00,20140.769055586363
2018-12-24 04:00:00+01:00,19874.359717482042
2018-12-24 05:00:00+01:00,20174.88738160469
